,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
101,Deere & Co.,000031527,US362382580,2010,33.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,31202700.0,16814500.0,0.752,20558400.0,55700.0,4.31,1052400.0,43266800.0,0.3886236097885677,0.6588660596679133,1.0,10.927735425915376,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,52.0,0
102,Deloitte LLP,318424901,US144597670L,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,110.0,0
103,Delta Air Lines Inc.,169977810,US580218548,2010,100.0,GA,1.0,-7.821282510642426,GEORGIA,False,False,True,False,7307000.0,13179000.0,0.23,11642000.0,79684.0,1.373,,43188000.0,0.3051542095026396,1.5932667305323662,1.0,11.285824091801674,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,43.0,0
104,Deutsche Bank,059972216,DEFEB13216,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,0.019,,102062.0,0.122,,2547633785.80928,,,,11.53333575074185,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,53.0,0
105,Diageo North America,000296674,US133050998L,2010,100.0,CT,1.0,17.33989901193939,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,13.0,0
106,Discover Financial Services,035523117,US362517428,2010,58.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,0.158,,9706.0,1.286,,63894900.0,,,,9.18049952996516,Business Services,Business Services,Low,Low,Low,Low,1.0,0
107,DLA Piper,071151151,PL141022819,2010,100.0,MD,1.0,26.0764584403731,MARYLAND,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,3.0,0
108,Dominion Energy,000631616,US541229715,2010,95.0,VA,1.0,3.873353899829524,VIRGINIA,False,False,True,False,5400000.0,15758000.0,0.579,17579000.0,15800.0,6.558,,42817000.0,0.368031389401406,3.2553703703703705,1.0,9.667765219015058,Utilities,Energy,Low,High,High,High,27.0,0
109,Domino’s Pizza Inc.,007831240,US382511577,2010,60.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,305038.0,1451321.0,2.078,1404211.0,10900.0,19.078,,460837.0,3.14931526765429,4.603396953822147,1.0,9.296518068217235,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,8.0,0
110,Dorsey & Whitney LLP,000468481,US126012192L,2010,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,98.0,0
111,DTE Energy Co.,001771966,US383217752,2010,75.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,3167000.0,7089000.0,0.308,8099000.0,9800.0,2.531,,24896000.0,0.28474453727506427,2.5573097568676983,1.0,9.190137664658664,Utilities,Energy,Low,High,High,High,15.0,0
112,Duane Morris LLP,000485142,US128256675L,2010,100.0,PA,1.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,106.0,0
113,Duke Energy Corp.,030445815,US202777218,2010,80.0,NC,1.0,-2.042095525075396,NORTH CAROLINA,False,False,True,False,6223000.0,17935000.0,0.399,16756000.0,18440.0,2.234,,59090000.0,0.3035200541546793,2.692591997428893,1.0,9.822277497110585,Utilities,Energy,Low,High,High,High,5.0,0
114,"Dun & Bradstreet Corp., The",001810788,US223725387,2010,35.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,668300.0,972000.0,2.13,895000.0,5200.0,13.134,,1919500.0,0.5063818702787184,1.3392189136615293,1.0,8.556413904569519,Computer Software,Technology,Low,Low,High,Low,10.0,0
115,Dykema Gossett PLLC,058267326,US125813908L,2010,80.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,84.0,0
116,E. I. du Pont de Nemours and Co. (DuPont),000003027,US510014090,2010,100.0,DE,1.0,18.62813791103917,DELAWARE,False,True,False,False,19059000.0,10137000.0,1.127,3469000.0,60000.0,5.798,1603000.0,40410000.0,0.25085374907201186,0.1820137467862952,1.0,11.002099841204238,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,95.0,0
117,Eastman Kodak Co.,000009231,US160417150,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,3786000.0,1195000.0,0.231,-379000.0,18800.0,-11.034,249000.0,6226000.0,0.19193703822679087,-0.10010565240359218,0.0,9.84161214881804,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,109.0,0
118,eBay Inc.,001865715,US770430924,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,11065338.0,1494227.0,1.649,-4828587.0,17700.0,8.185,908434.0,22003762.0,0.06790779685764643,-0.4363704931561964,0.0,9.78131991856192,Retail,Retailing,Low,Low,Low,Low,12.0,0
119,Ecolab Inc.,000037784,US410231510,2010,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,1869900.0,656400.0,2.402,603300.0,26500.0,10.884,88000.0,4872200.0,0.1347235335166865,0.322637574201829,1.0,10.184900011974314,Construction,Engineering & Construction,Low,Low,Low,High,86.0,0
120,Electronic Arts Inc.,000474601,US942838567,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,3032000.0,0.0,1.325,-2237000.0,7645.0,-5.601,1124000.0,4928000.0,0.0,-0.737796833773087,0.0,8.941807118363164,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,19.0,0
121,Eli Lilly & Co.,030444823,US350470950,2010,100.0,IN,1.0,-10.19822947616606,INDIANA,True,False,False,False,14840000.0,6770500.0,1.303,199500.0,38350.0,16.352,4884200.0,31001400.0,0.21839336288038605,0.013443396226415095,1.0,10.554509806795402,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,109.0,0
122,Emerson Electric Co.,000038778,US430259330,2010,45.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,8363000.0,4586000.0,1.735,3474000.0,127700.0,9.473,473000.0,22843000.0,0.2007617213150637,0.4154011718282913,1.0,11.75743904202063,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,120.0,0
123,Entergy Corp.,001744853,US721229752,2010,95.0,LA,1.0,-17.2071121051721,LOUISIANA,False,False,True,False,4339083.0,11359235.0,0.342,10478790.0,14958.0,3.232,,38685276.0,0.29363200097111886,2.414978003416851,1.0,9.613001552751612,Utilities,Energy,Low,High,High,High,18.0,0
124,Epstein Becker & Green PC,134779966,US143275073L,2010,80.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,3.0,0
125,Ernst & Young LLP,000388497,US245251451L,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Media & Broadcasting,Media,Low,Low,Low,Low,116.0,0
126,Esurance Inc.,298304677,US279950105L,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,,,,,,,,0
127,Eversource Energy,000043710,US042147929,2010,65.0,CT,1.0,17.33989901193939,CONNECTICUT,False,True,False,False,1507000.0,4814438.0,0.388,5046023.0,6182.0,2.681,,14472601.0,0.33265879436598855,3.348389515593895,1.0,8.729397122692061,Utilities,Energy,Low,High,High,High,83.0,0
128,Exelon Corp.,000006182,US232990190,2010,95.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,6398000.0,12091000.0,0.527,11303000.0,19214.0,4.906,,52240000.0,0.2314509954058193,1.7666458268208816,1.0,9.863394458969683,Utilities,Energy,Low,High,High,High,11.0,0
129,Exxon Mobil Corp.,000002269,US135409005,2010,0.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,58984000.0,12227000.0,1.219,7187000.0,83600.0,10.069,3156000.0,302510000.0,0.04041849856203101,0.12184660246846603,1.0,11.333798799072794,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,128.0,0
130,FedEx Corp.,000016060,US621721435,2010,70.0,TN,1.0,-20.40289972614239,TENNESSEE,False,False,True,False,7284000.0,1668000.0,1.05,-22000.0,141000.0,4.755,,24902000.0,0.06698257168098948,-0.0030203185063152112,0.0,11.856515169360305,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,13.0,0
131,Fenwick & West LLP,000488512,US123449361L,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,38.0,0
132,Fifth Third Bancorp,000044561,US310854434,2010,80.0,OH,1.0,2.978306779897295,OHIO,True,False,False,False,,,0.105,,20838.0,0.679,,111007000.0,,,,9.94453352197213,Business Services,Business Services,Low,Low,Low,Low,35.0,0
133,Fish & Richardson PC,000431818,US231874139L,2010,95.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,132.0,0
134,Foley & Lardner LLP,000499254,US131985054L,2010,85.0,WI,1.0,6.837815821534832,WISCONSIN,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,168.0,0
135,Foley Hoag LLP,000409291,US126537494L,2010,100.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,67.0,0
136,Food Lion LLC,475269301,US326963579L,2010,100.0,NC,1.0,-2.042095525075396,NORTH CAROLINA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,53.0,0
137,Ford Motor Co.,058618674,US380549190,2010,100.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,110848000.0,62324000.0,0.347,89183000.0,164000.0,3.984,5000000.0,164687000.0,0.3784390996253499,0.804552179561201,1.0,12.007621706806335,Transport Manufacturing,Transportation,Low,Low,Low,High,91.0,0
138,"Fried, Frank, Harris, Shriver & Jacobson LLP",000437412,US127472544L,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,120.0,0
139,Frost Brown Todd LLC,201647797,US128537192L,2010,85.0,OH,1.0,2.978306779897295,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,54.0,0
140,GameStop Corp.,000523485,US202733559,2010,100.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,2154800.0,249000.0,0.63,-461800.0,17000.0,8.057,,5063800.0,0.04917255815790513,-0.214312233153889,0.0,9.740968623038354,Retail,Retailing,Low,Low,Low,Low,5.0,0
141,Gannett Co. Inc.,173412500,US383910250,2010,65.0,VA,1.0,3.873353899829524,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Printing & Publishing,Media,Low,Low,Low,Low,0.0,0
142,Gap Inc.,000313344,US941697231,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,3926000.0,0.0,1.676,-1658000.0,134000.0,17.042,,7065000.0,0.0,-0.42231278655119714,0.0,11.805595078933049,Retail,Retailing,Low,Low,Low,Low,22.0,0
143,Gastronomy Inc.,001799844,US134456935L,2010,63.0,UT,1.0,-48.04086727472873,UTAH,False,False,False,True,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,30.0,0
144,Genentech Inc.,000503686,US942347624,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,24.0,0
145,General Dynamics Corp.,000003603,US131673581,2010,40.0,VA,1.0,3.873353899829524,VIRGINIA,False,False,True,False,14186000.0,2430000.0,0.824,590000.0,90000.0,8.063,508000.0,32545000.0,0.07466584728836995,0.04159030029606654,1.0,11.407564949312402,Transport Manufacturing,Transportation,Low,Low,Low,High,58.0,0
146,General Electric Co.,058565196,US140689340,2010,80.0,CT,1.0,17.33989901193939,CONNECTICUT,False,True,False,False,486218000.0,360639000.0,0.261,399655000.0,287000.0,1.517,3900000.0,747793000.0,0.48227116327646824,0.8219666898387143,1.0,12.567237494741757,Transport Manufacturing,Transportation,Low,Low,Low,High,118.0,0
147,General Mills Inc.,049964326,US410274440,2010,100.0,MN,1.0,7.694102046577612,MINNESOTA,True,False,False,False,3480000.0,5268500.0,1.337,5752700.0,33000.0,8.657,218300.0,17678900.0,0.29801062283286855,1.6530747126436782,1.0,10.404262840448617,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,82.0,0
148,General Motors Co.,092335681,US270756180,2010,100.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,53053000.0,9974000.0,0.398,-15026000.0,202000.0,3.361,6962000.0,138898000.0,0.07180808938933606,-0.28322620775450963,0.0,12.216022976383341,Transport Manufacturing,Transportation,Low,Low,Low,High,1.0,0
149,"Gibson, Dunn & Crutcher LLP",201130465,US127578348L,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,120.0,0
150,"Goldman Sachs Group Inc., The",293306860,US276792818L,2010,100.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,141.0,0
151,Goodwin Procter LLP,000468100,US149127133L,2010,100.0,MA,1.0,23.0191860048816,MASSACHUSETTS,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,98.0,0
152,Alphabet,319522152,US611767919,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,41562000.0,0.0,,-31510000.0,24400.0,14.702,3762000.0,57851000.0,0.0,-0.7581444588807084,0.0,10.102338411281293,Media & Broadcasting,Media,Low,Low,Low,Low,22.0,0
153,Greenberg Traurig LLP,030029766,US127612471L,2010,83.0,FL,1.0,0.8768873067231624,FLORIDA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,43.0,0
154,H&R Block Inc.,000295961,US440607856,2010,65.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,2649036.0,1060144.0,1.152,-690213.0,7700.0,9.156,,5234318.0,0.2025371786735158,-0.26055251797257567,0.0,8.948975607841776,Business Services,Business Services,Low,Low,Low,Low,55.0,0
155,Hallmark Cards Inc.,058712489,US126288065L,2010,100.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,,,,,,,,,,,,,Printing & Publishing,Media,Low,Low,Low,Low,100.0,0
156,"Hartford Financial Services Group Inc., The",001879100,US133317783,2010,100.0,CT,1.0,17.33989901193939,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,200.0,0
157,Hasbro Inc.,000002121,US050155090,2010,50.0,RI,1.0,27.45729729244993,RHODE ISLAND,False,True,False,False,2221049.0,1397681.0,1.57,684453.0,5800.0,9.717,201358.0,4093226.0,0.341461966673719,0.3081665465282396,1.0,8.66561319653451,Miscellaneous Manufacturing,Materials,Low,Low,Low,High,84.0,0
158,Haynes and Boone LLP,039609599,US191769759L,2010,100.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,40.0,0
159,Health Care Service Corp.,263324868,USFEI1017578,2010,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,74.0,0
160,Herman Miller Inc.,385350613,US380837640,2010,100.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,395900.0,200000.0,1.421,158600.0,5635.0,3.672,33200.0,770600.0,0.2595380223202699,0.40060621369032584,1.0,8.636752426473876,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,29.0,0
161,Herrick Feinstein LLP,000483941,US127473988L,2010,95.0,NY,1.0,29.51938684664308,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,82.0,0
162,"Hershey Co., The",535845056,US344667419L,2010,70.0,PA,1.0,5.395991668466252,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,116.0,0
163,Hertz Global Holdings Inc.,288980633,US611770902,2010,70.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,4170934.0,11306429.0,,8932259.0,22900.0,-0.307,,17344950.0,0.6518571111476251,2.141548871307961,1.0,10.03889218954233,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,0.0,0
164,Hinshaw & Culbertson LLP,478047269,US114420697GN,2010,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,67.0,0
165,Hogan Lovells US LLP,378809571,US297393671L,2010,100.0,DC,1.0,83.63482251058672,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,0
166,Holland & Hart LLP,000075404,US123427974L,2010,75.0,CO,1.0,5.3651349125672,COLORADO,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,63.0,0
167,Holland & Knight LLP,202968736,US130937804L,2010,100.0,DC,1.0,83.63482251058672,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,121.0,0
168,"Home Depot Inc., The",000470652,US953261426,2010,85.0,GA,1.0,-7.821282510642426,GEORGIA,False,False,True,False,13479000.0,8707000.0,1.502,9204000.0,321000.0,8.319,,40125000.0,0.21699688473520248,0.6828399732917872,1.0,12.679196402112153,Retail,Retailing,Low,Low,Low,Low,32.0,0
169,Honeywell International Inc.,000745268,US222640650,2010,100.0,NJ,1.0,17.71879008349322,NEW JERSEY,False,True,False,False,15486000.0,5755000.0,1.096,3539000.0,130000.0,5.344,1450000.0,37834000.0,0.1521118570597875,0.22852899393000128,1.0,11.77528972943772,Transport Manufacturing,Transportation,Low,Low,Low,High,11.0,0
170,Host Hotels & Resorts Inc.,000042993,US530085950,2010,45.0,MD,1.0,26.0764584403731,MARYLAND,False,True,False,False,1158000.0,5477000.0,0.959,4364000.0,203.0,-1.112,,12411000.0,0.4413020707436951,3.768566493955095,1.0,5.313205979041787,Property Services,Retailing,Low,Low,Low,Low,12.0,0
171,Howard & Howard Attorneys PLLC,000666707,US134407474L,2010,48.0,MI,1.0,9.497288183098526,MICHIGAN,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,141.0,0
172,HSBC USA,000734186,US132764867,2010,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,,,,,12000.0,0.851,,183813000.0,,,,9.392661928770137,Business Services,Business Services,Low,Low,Low,Low,81.0,0
173,Humana Inc.,000318476,US610647538,2010,45.0,KY,1.0,-22.69181376487582,KENTUCKY,False,False,True,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,49.0,0
174,Huntington Bancshares Inc.,007995920,US310724920,2010,75.0,OH,1.0,2.978306779897295,OHIO,True,False,False,False,,,0.092,,11341.0,0.588,,53802000.0,,,,9.33617975681533,Business Services,Business Services,Low,Low,Low,Low,43.0,0
175,Hunton Andrews Kurth LLP,381245350,US299455301L,2010,100.0,VA,1.0,3.873353899829524,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,0
176,Husch Blackwell LLP,031985358,US253134956L,2010,100.0,MO,1.0,-9.380257590423753,MISSOURI,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,0
177,Hyatt Hotels Corp.,000673167,US201480589,2010,100.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,2165000.0,714000.0,0.281,-863000.0,45000.0,0.911,,7243000.0,0.09857793731879055,-0.39861431870669745,0.0,10.714417768752456,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,6.0,0
178,iHeartMedia Inc.,000442463,US260241222,2010,100.0,TX,1.0,-15.78361918429553,TEXAS,False,False,True,False,3603173.0,19739617.0,,18686426.0,20283.0,-2.744,,17460382.0,1.130537522031305,5.186102915402619,1.0,9.917538375758788,Media & Broadcasting,Media,Low,Low,Low,Low,3.0,0
179,Illinois Tool Works Inc.,000030386,US361258310,2010,73.0,IL,1.0,16.86939409166019,ILLINOIS,True,False,False,False,5970488.0,2542087.0,1.614,1681956.0,61000.0,9.158,213000.0,16412311.0,0.15488903421340236,0.28171164568122403,1.0,11.018629143155449,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,49.0,0
180,Intel Corp.,050783627,US941672743,2010,100.0,CA,1.0,23.11858062098484,CALIFORNIA,False,False,False,True,31611000.0,2077000.0,1.857,-19770000.0,82500.0,18.143,6576000.0,63186000.0,0.0328712056468205,-0.6254152035683781,0.0,11.320553572322773,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,21.0,0
